"sample_id","qtl2_pct_diff","haploqa_pct_diff","haploqa_qtl2_pct_diff"
"5PD",0,0.0148477342270144,0.0148477342270144
"5PE",0,0.00937636602069066,0.00937636602069066
"5PF",0,0.0133105056097916,0.0133105056097916
"5PG",0,0.0104837534605858,0.0104837534605858
"5PH",0,0.011663995337316,0.011663995337316
"5PJ",0,0.00708873670406528,0.00708873670406528
"5PK",0,0.0160279761037447,0.0160279761037447
"5PM",0,0.0126183884598572,0.0126183884598572
"5PN",0,0.0188401573655836,0.0188401573655836
"5PP",0,0.0138714847734227,0.0138714847734227
"5PQ",0,0.0132157948419059,0.0132157948419059
"5PR",0,0.00767885764243042,0.00767885764243042
"5PS",0,0.0105930351158386,0.0105930351158386
"5PT",0,0.0824857933848171,0.0824857933848171
"5PV",0,0.0106658895526738,0.0106658895526738
"5PW",0,0.0111248725047355,0.0111248725047355
"5PX",0,0.00902666472388168,0.00902666472388168
"5PY",0,0.0117805624362524,0.0117805624362524
"5PZ",0,0.0122104036135801,0.0122104036135801
"5Q2",0,0.00922337170333673,0.00922337170333673
"5Q3",0,0.00995191607168877,0.00995191607168877
"5Q4",0,0.00858225265918694,0.00858225265918694
"5Q5",0,0.00684831706250911,0.00684831706250911
"5Q6",0,0.00902666472388168,0.00902666472388168
"5Q7",0,0.0121229782893778,0.0121229782893778
"5Q8",0,0.0122322599446306,0.0122322599446306
"5Q9",0,0.00784642284715139,0.00784642284715139
"5QA",0,0.0112632959347224,0.0112632959347224
"5QB",0,0.00715430569721696,0.00715430569721696
"5QC",0,0.0149133032201661,0.0149133032201661
"5QD",0,0.00917965904123561,0.00917965904123561
"5QE",0,0.00676817718199038,0.00676817718199038
"5QF",0,0.0110228762931663,0.0110228762931663
"5QG",0,0.00737286900772257,0.00737286900772257
"5QH",0,0.0108844528631794,0.0108844528631794
"5QJ",0,0.016144543202681,0.016144543202681
"5QK",0,0.0158822672300743,0.0158822672300743
"5QM",0,0.0093909369080577,0.0093909369080577
"5QN",0,0.00645490310359901,0.00645490310359901
"5QP",0,0.00962407110593035,0.00962407110593035
"5QQ",0,0.00703773859828064,0.00703773859828064
"5QR",0,0.00635290689202972,0.00635290689202972
"5QS",0,0.0115838554567973,0.0115838554567973
"5QT",0,0.0116931371120501,0.0116931371120501
"5QU",0,0.0119408421972898,0.0119408421972898
"5QV",0,0.0166690951478945,0.0166690951478945
"5QW",0,0.0153431443974938,0.0153431443974938
"5QX",0,0.0111904414978872,0.0111904414978872
"5QY",0,0.00948564767594346,0.00948564767594346
"5QZ",0,0.0104910389042693,0.0104910389042693
"5R2",0,0.00751129243770946,0.00751129243770946
"5R3",0,0.0105347515663704,0.0105347515663704
"5R4",0,0.0155617077079994,0.0155617077079994
"5R5",0,0.0152702899606586,0.0152702899606586
"5R6",0,0.00880081596969255,0.00880081596969255
"5R7",0,0.00900480839283112,0.00900480839283112
"5R8",0,0.00755500509981058,0.00755500509981058
"5R9",0,0.0145854582544077,0.0145854582544077
"5RA",0,0.00765700131137986,0.00765700131137986
"5RB",0,0.0134780708145126,0.0134780708145126
"5RC",0,0.0108698819758123,0.0108698819758123
"5RD",0,0.0141046189712954,0.0141046189712954
"5RE",0,0.0084948273349847,0.0084948273349847
"5RF",0,0.00502695614162903,0.00502695614162903
"5RG",0,0.0107096022147749,0.0107096022147749
"5RH",0,0.0144324639370538,0.0144324639370538
"5RJ",0,0.00886638496284424,0.00886638496284424
"5RK",0,0.00911409004808393,0.00911409004808393
"5RM",0,0.00832726213026373,0.00832726213026373
"5RN",0,0.0062363397930934,0.0062363397930934
"5RP",0,0.00692117149934431,0.00692117149934431
